"SITE","LINE","FL50","HT","TC","SITE2"
"TMPL",12,"149","145","140","TMPL"
"TMPL",13,"163","190","177","TMPL"
"TMPL",14,"158","135","114","TMPL"
"TMPL",15,"168.5","182.5","118.5","TMPL"
"TMPL",16,"*","*","*","TMPL"
"TMPL",17,"*","*","*","TMPL"
"TMPL",18,"149","150","188","TMPL"
"TMPL",19,"153","145","107","TMPL"
"TMPL",20,"153","150","189","TMPL"
"TMPL",21,"151","155","106","TMPL"
"TMPL",22,"139","125","34","TMPL"
"TMPL",23,"183","220","69","TMPL"
"TMPL",24,"181","160","64","TMPL"
"TMPL",25,"160","155","137","TMPL"
"TMPL",26,"172","170","85","TMPL"
"TMPL",27,"151","135","68","TMPL"
"TMPL",28,"153","160","252","TMPL"
"TMPL",29,"146","150","129","TMPL"
"TMPL",30,"*","*","*","TMPL"
"TMPL",31,"152","140","136","TMPL"
"TMPL",32,"176","185","237","TMPL"
"TMPL",33,"146","125","103","TMPL"
"TMPL",34,"145","140","63","TMPL"
"TMPL",35,"141","160","139","TMPL"
"TMPL",36,"153","180","136","TMPL"
"TMPL",37,"*","*","*","TMPL"
"TMPL",38,"*","*","*","TMPL"
"TMPL",39,"153","125","89","TMPL"
"TMPL",40,"*","*","*","TMPL"
"TMPL",41,"139","145","380","TMPL"
"TMPL",42,"144","165","294","TMPL"
"TMPL",43,"165","155","218","TMPL"
"TMPL",44,"166","150","233","TMPL"
"TMPL",45,"172","150","156","TMPL"
"TMPL",46,"158","185","115","TMPL"
"TMPL",47,"179","165","37","TMPL"
"TMPL",48,"166","140","107","TMPL"
"TMPL",49,"151","135","71","TMPL"
"TMPL",50,"*","*","*","TMPL"
"TMPL",52,"133","130","191","TMPL"
"TMPL",53,"144","140","153","TMPL"
"TMPL",54,"151","155","199","TMPL"
"TMPL",55,"144","150","204","TMPL"
"TMPL",56,"153","170","182","TMPL"
"TMPL",57,"151","155","228","TMPL"
"TMPL",58,"146","150","225","TMPL"
"TMPL",59,"*","*","*","TMPL"
"TMPL",60,"*","*","*","TMPL"
"TMPL",61,"141","155","35","TMPL"
"TMPL",62,"172","175","135","TMPL"
"TMPL",63,"146","140","200","TMPL"
"TMPL",64,"144","140","167","TMPL"
"TMPL",65,"*","*","*","TMPL"
"TMPL",66,"166","210","163","TMPL"
"TMPL",67,"149","145","167","TMPL"
"TMPL",68,"*","*","*","TMPL"
"TMPL",69,"174","175","148","TMPL"
"TMPL",70,"160","165","29","TMPL"
"TMPL",71,"183","170","204","TMPL"
"TMPL",72,"151","155","101","TMPL"
"TMPL",73,"144","165","176","TMPL"
"TMPL",74,"169","190","210","TMPL"
"TMPL",75,"172","170","86","TMPL"
"TMPL",76,"191.5","145","74.5","TMPL"
"TMPL",77,"149","155","252","TMPL"
"TMPL",78,"*","*","*","TMPL"
"TMPL",79,"160","175","151","TMPL"
"TMPL",80,"144","135","215","TMPL"
"TMPL",81,"142","130","70","TMPL"
"TMPL",83,"166","180","238","TMPL"
"TMPL",84,"151","110","17","TMPL"
"TMPL",85,"153","160","184","TMPL"
"TMPL",86,"172","145","178","TMPL"
"TMPL",87,"153","160","123","TMPL"
"TMPL",88,"158","155","168","TMPL"
"TMPL",89,"149","145","169","TMPL"
"TMPL",90,"172","130","211","TMPL"
"TMPL",91,"169","185","93","TMPL"
"TMPL",93,"155.5","170","189","TMPL"
"TMPL",94,"*","*","*","TMPL"
"TMPL",95,"160","135","132","TMPL"
"TMPL",96,"139","100","78","TMPL"
"TMPL",97,"153","160","50","TMPL"
"TMPL",98,"*","*","*","TMPL"
"TMPL",99,"*","*","*","TMPL"
"TMPL",100,"183","160","103","TMPL"
"TMPL",101,"181","135","134","TMPL"
"TMPL",102,"183","170","158","TMPL"
"TMPL",103,"153","160","198","TMPL"
"TMPL",104,"153","140","71","TMPL"
"TMPL",105,"172","180","199","TMPL"
"TMPL",106,"172","150","236","TMPL"
"TMPL",107,"151","155","89","TMPL"
"TMPL",108,"139","140","101","TMPL"
"TMPL",110,"134","150","139","TMPL"
"TMPL",111,"151","130","177","TMPL"
"TMPL",112,"146","145","38","TMPL"
"TMPL",113,"174","180","182","TMPL"
"TMPL",114,"172","175","79","TMPL"
"TMPL",115,"177","170","44","TMPL"
"TMPL",116,"154.5","155","201","TMPL"
"TMPL",117,"179","160","156.5","TMPL"
"TMPL",118,"154.5","157.5","122.5","TMPL"
"TMPL",119,"188","170","216","TMPL"
"TMPL",120,"179","185","61","TMPL"
"TMPL",122,"151","145","26","TMPL"
"TMPL",123,"183","180","220","TMPL"
"TMPL",125,"169","145","97","TMPL"
"TMPL",126,"151","130","162","TMPL"
"TMPL",127,"146.5","142.5","73","TMPL"
"TMPL",128,"163","170","55","TMPL"
"TMPL",130,"153","185","154","TMPL"
"TMPL",131,"151","140","454","TMPL"
"TMPL",132,"172","185","178","TMPL"
"TMPL",134,"179","165","95","TMPL"
"TMPL",135,"151","155","89","TMPL"
"TMPL",136,"*","110","12","TMPL"
"TMPL",137,"*","*","*","TMPL"
"TMPL",138,"156.5","165","67","TMPL"
"TMPL",139,"149","90","58","TMPL"
"TMPL",141,"158","170","104","TMPL"
"TMPL",142,"144","125","145","TMPL"
"TMPL",143,"150","197.5","138","TMPL"
"TMPL",144,"*","*","*","TMPL"
"TMPL",145,"158","145","61","TMPL"
"TMPL",146,"158","160","88","TMPL"
"TMPL",147,"151","135","129","TMPL"
"TMPL",148,"141","155","142","TMPL"
"TMPL",150,"133","135","112","TMPL"
"TMPL",151,"144","130","106","TMPL"
"TMPL",152,"152","127.5","49","TMPL"
"TMPL",153,"153","175","175","TMPL"
"TMPL",154,"172","157.5","158.5","TMPL"
"TMPL",155,"172","160","110","TMPL"
"TMPL",156,"141","130","155","TMPL"
"TMPL",157,"172","140","36","TMPL"
"TMPL",158,"146","120","297.5","TMPL"
"TMPL",159,"179","165","109","TMPL"
"TMPL",160,"172","130","126","TMPL"
"TMPL",161,"163","165","78","TMPL"
"TMPL",163,"151","130","127","TMPL"
"TMPL",164,"*","*","*","TMPL"
"TMPL",165,"172","145","96","TMPL"
"TMPL",166,"181","215","171","TMPL"
"TMPL",167,"*","*","*","TMPL"
"TMPL",168,"181","180","192","TMPL"
"TMPL",169,"160","155","183","TMPL"
"TMPL",170,"158","142.5","87","TMPL"
"TMPL",171,"133","135","180","TMPL"
"TMPL",172,"*","*","*","TMPL"
"TMPL",173,"142.5","120","50.5","TMPL"
"TMPL",174,"141","150","192","TMPL"
"TMPL",175,"183","185","186","TMPL"
"TMPL",176,"146","145","285","TMPL"
"TMPL",177,"150","172.5","145","TMPL"
"TMPL",178,"151","160","120","TMPL"
"TMPL",179,"174","162.5","98.5","TMPL"
"TMPL",180,"151","150","79","TMPL"
"TMPL",181,"*","*","*","TMPL"
"TMPL",182,"153","175","82","TMPL"
"TMPL",184,"160","155","319","TMPL"
"TMPL",185,"136","122.5","76","TMPL"
"TMPL",186,"172","150","239","TMPL"
"TMPL",187,"181","165","265","TMPL"
"TMPL",188,"162.5","155","84.5","TMPL"
"TMPL",189,"139","160","131","TMPL"
"TMPL",190,"172","135","253","TMPL"
"TMPL",191,"160","165","195","TMPL"
"TMPL",192,"161.5","145","236","TMPL"
"TMPL",193,"183","180","105","TMPL"
"TMPL",194,"188","180","174","TMPL"
"TMPL",195,"151","155","109","TMPL"
"TMPL",196,"181","165","81","TMPL"
"TMPL",197,"176","185","83","TMPL"
"TMPL",198,"151","155","156","TMPL"
"TMPL",199,"181","165","232","TMPL"
"TMPL",200,"153","190","157","TMPL"
"TMPL",201,"176","170","132","TMPL"
"TMPL",202,"153","125","236","TMPL"
"TMPL",203,"144","130","247","TMPL"
"TMPL",204,"133","110","161","TMPL"
"TMPL",205,"160","150","90","TMPL"
"TMPL",206,"*","*","*","TMPL"
"TMPL",207,"158","165","63","TMPL"
"TMPL",208,"151","120","47","TMPL"
"TMPL",209,"149","140","97","TMPL"
"TMPL",210,"193","190","147","TMPL"
"TMPL",211,"174","125","43","TMPL"
"TMPL",212,"151","170","193","TMPL"
"TMPL",213,"174.5","157.5","140.5","TMPL"
"TMPL",214,"199","220","42","TMPL"
"TMPL",215,"152","155","228.5","TMPL"
"TMPL",216,"146","140","90","TMPL"
"TMPL",217,"149","145","110","TMPL"
"TMPL",218,"160","170","115","TMPL"
"TMPL",219,"179","185","115","TMPL"
"TMPL",220,"155.5","125","169.5","TMPL"
"TMPL",221,"158","150","179","TMPL"
"TMPL",222,"172","150","163","TMPL"
"TMPL",223,"165","150","298","TMPL"
"TMPL",224,"176.5","205","204.5","TMPL"
"TMPL",225,"137","147.5","150","TMPL"
"TMPL",226,"153","125","90","TMPL"
"TMPL",227,"181","145","96","TMPL"
"TMPL",228,"149.5","142.5","199.5","TMPL"
"TMPL",229,"153","175","59","TMPL"
"TMPL",230,"153","150","137","TMPL"
"TMPL",231,"*","*","*","TMPL"
"TMPL",232,"172","170","157","TMPL"
"TMPL",233,"172","170","68","TMPL"
"TMPL",234,"160","180","180","TMPL"
"TMPL",235,"146","130","174","TMPL"
"TMPL",236,"*","*","*","TMPL"
"TMPL",237,"149","135","71","TMPL"
"TMPL",238,"183","190","157","TMPL"
"TMPL",239,"177","185","73","TMPL"
"TMPL",240,"153","145","179","TMPL"
"TMPL",241,"172","175","73","TMPL"
"TMPL",242,"160","135","112","TMPL"
"TMPL",243,"142.5","137.5","138.5","TMPL"
"TMPL",244,"172","185","202","TMPL"
"TMPL",245,"177","175","172","TMPL"
"TMPL",246,"172","185","152","TMPL"
"TMPL",247,"181","165","205","TMPL"
"TMPL",248,"176","165","213","TMPL"
"TMPL",249,"181","190","217","TMPL"
"TMPL",250,"172","160","98","TMPL"
"TMPL",251,"190","165","108","TMPL"
"TMPL",252,"149","150","144.5","TMPL"
"TMPL",253,"163","150","292","TMPL"
"TMPL",254,"141","125","148","TMPL"
"TMPL",255,"151","150","162","TMPL"
"TMPL",256,"*","*","*","TMPL"
"TMPL",257,"149","115","93","TMPL"
"TMPL",258,"141","125","244","TMPL"
"TMPL",259,"153","150","99","TMPL"
"TMPL",260,"172","170","173","TMPL"
"TMPL",261,"174","165","108","TMPL"
"TMPL",262,"179","160","141","TMPL"
"TMPL",263,"172","165","115","TMPL"
"TMPL",264,"181","180","103","TMPL"
"TMPL",265,"149","150","242","TMPL"
"TMPL",266,"153","165","89","TMPL"
"TMPL",267,"183","155","99","TMPL"
"TMPL",268,"163","140","71","TMPL"
"TMPL",269,"153","120","103","TMPL"
"TMPL",270,"170.5","190","137.5","TMPL"
"TMPL",271,"151","135","252","TMPL"
"TMPL",272,"150","155","151","TMPL"
"TMPL",273,"*","*","*","TMPL"
"TMPL",274,"151","160","142","TMPL"
"TMPL",275,"160","150","92","TMPL"
"TMPL",276,"*","*","*","TMPL"
"TMPL",277,"177","160","491","TMPL"
"TMPL",278,"150","165","210","TMPL"
"TMPL",279,"181","160","47","TMPL"
"TMPL",280,"160","140","103","TMPL"
"TMPL",281,"155","120","159","TMPL"
"TMPL",282,"166","175","166","TMPL"
"TMPL",283,"141.5","140","117.5","TMPL"
"TMPL",284,"172","120","258","TMPL"
"TMPL",285,"172","180","245","TMPL"
"TMPL",286,"151","135","84","TMPL"
"TMPL",287,"*","*","*","TMPL"
"TMPL",288,"169","175","117","TMPL"
"TMPL",289,"165","190","110","TMPL"
"TMPL",290,"176","145","73","TMPL"
"TMPL",291,"133","170","187","TMPL"
"TMPL",292,"152","157.5","117.5","TMPL"
"TMPL",293,"146","125","270","TMPL"
"TMPL",294,"160","140","96","TMPL"
"TMPL",296,"179","155","111","TMPL"
"TMPL",297,"181","180","147","TMPL"
"TMPL",298,"*","*","*","TMPL"
"TMPL",299,"153","170","121","TMPL"
"TMPL",300,"179","175","112","TMPL"
"TMPL",301,"144","137.5","159","TMPL"
"TMPL",302,"144.5","132.5","87","TMPL"
"TMPL",303,"139","170","150","TMPL"
"TMPL",304,"169","150","278","TMPL"
"TMPL",305,"153","165","180","TMPL"
"TMPL",306,"149","145","118","TMPL"
"TMPL",307,"181","150","206","TMPL"
"TMPL",308,"169","170","320","TMPL"
"TMPL",310,"153","140","148","TMPL"
"TMPL",311,"153","155","112","TMPL"
"TMPL",312,"181","190","124","TMPL"
"TMPL",313,"134","155","280","TMPL"
"TMPL",314,"153","137.5","64","TMPL"
"TMPL",315,"153","140","115","TMPL"
"TMPL",316,"149","130","255","TMPL"
"TMPL",317,"*","*","*","TMPL"
"TMPL",318,"153","145","185","TMPL"
"TMPL",319,"151","170","164","TMPL"
"TMPL",320,"181","170","118","TMPL"
"TMPL",322,"162","175","118","TMPL"
"TMPL",323,"172","155","216","TMPL"
"TMPL",324,"153","180","171","TMPL"
"TMPL",325,"153","140","311","TMPL"
"TMPL",326,"174","160","182","TMPL"
"TMPL",327,"169","140","67","TMPL"
"TMPL",328,"181","205","165","TMPL"
"TMPL",330,"133","135","266","TMPL"
"TMPL",332,"179","150","75","TMPL"
"TMPL",333,"186","200","135","TMPL"
"TMPL",334,"181","190","295","TMPL"
"TMPL",335,"*","*","*","TMPL"
"TMPL",336,"199","165","155","TMPL"
"TMPL",337,"160","145","175","TMPL"
"TMPL",338,"151","180","164","TMPL"
"TMPL",339,"144","135","79","TMPL"
"TMPL",340,"*","*","*","TMPL"
"TMPL",341,"153","120","67","TMPL"
"TMPL",342,"145","145","80","TMPL"
"TMPL",343,"153","140","168","TMPL"
"TMPL",344,"172","145","46","TMPL"
"TMPL",345,"132","120","50","TMPL"
"TMPL",346,"168","152.5","75","TMPL"
"TMPL",347,"136.5","117.5","122.5","TMPL"
"TMPL",349,"172","135","115","TMPL"
"TMPL",350,"172","165","147","TMPL"
"TMPL",352,"*","*","*","TMPL"
"TMPL",353,"174","157.5","138.5","TMPL"
"TMPL",354,"160","160","104","TMPL"
"TMPL",355,"162.5","147.5","154.5","TMPL"
"TMPL",356,"149","125","121","TMPL"
"TMPL",358,"160","135","238","TMPL"
"TMPL",359,"153","170","199","TMPL"
"TMPL",360,"152","157.5","207","TMPL"
"TMPL",361,"160","155","206","TMPL"
"TMPL",362,"172","185","102","TMPL"
"TMPL",363,"181","160","120","TMPL"
"TMPL",364,"166","150","168","TMPL"
"TMPL",365,"133","130","33","TMPL"
"TMPL",366,"139","170","138","TMPL"
"TMPL",367,"153","155","247","TMPL"
"TMPL",368,"166","135","70","TMPL"
"TMPL",369,"153","175","183","TMPL"
"TMPL",370,"158","140","299","TMPL"
"TMPL",371,"181","160","201","TMPL"
"TMPL",372,"149","160","210","TMPL"
"TMPL",373,"172","180","124","TMPL"
"TMPL",374,"146","130","67","TMPL"
"TMPL",375,"172","175","51","TMPL"
"TMPL",376,"152","132.5","76","TMPL"
"TMPL",377,"173","170","117","TMPL"
"TMPL",378,"188","175","70","TMPL"
"TMPL",379,"172","165","52","TMPL"
"TMPL",380,"151","145","113","TMPL"
"TMPL",381,"149","145","207","TMPL"
"TMPL",382,"166","170","135","TMPL"
"TMPL",383,"149","170","96","TMPL"
"TMPL",384,"144","145","166","TMPL"
"TMPL",386,"183","160","43","TMPL"
"TMPL",388,"153","165","87","TMPL"
"TMPL",389,"158","155","247","TMPL"
"TMPL",390,"172","172.5","139.5","TMPL"
"TMPL",391,"166","130","61","TMPL"
"TMPL",392,"151","160","70","TMPL"
"TMPL",393,"*","*","*","TMPL"
"TMPL",394,"140","95","51","TMPL"
"TMPL",395,"153","165","136","TMPL"
"TMPL",396,"153","145","122","TMPL"
"TMPL",397,"176.5","137.5","131.5","TMPL"
"TMPL",398,"153","150","178","TMPL"
"TMPL",399,"144","155","173","TMPL"
"TMPL",400,"163","180","199","TMPL"
"TMPL",402,"181","165","289","TMPL"
"TMPL",403,"146","145","432","TMPL"
"TMPL",404,"144","125","70","TMPL"
