"SITE","LINE","FL50","TC","BIO","SITE2"
"PKLE",347,"124","67","0.1108","PKLE"
"PKLE",349,"162","74","0.295528","PKLE"
"PKLE",350,"151","112","0.306219512","PKLE"
"PKLE",352,"145","197","0.864633721","PKLE"
"PKLE",353,"151","198","0.851878788","PKLE"
"PKLE",354,"145","128","0.382772727","PKLE"
"PKLE",355,"*","*","*","PKLE"
"PKLE",356,"139","127","0.316282353","PKLE"
"PKLE",358,"145","207","0.625777778","PKLE"
"PKLE",359,"141","153","0.632753425","PKLE"
"PKLE",360,"159","166","0.525583893","PKLE"
"PKLE",361,"153","50","0.197526316","PKLE"
"PKLE",362,"*","*","*","PKLE"
"PKLE",363,"149","76","0.18772327","PKLE"
"PKLE",364,"151","124","0.642736527","PKLE"
"PKLE",365,"131","121","0.195310345","PKLE"
"PKLE",366,"153","80","0.268258065","PKLE"
"PKLE",367,"139","161","0.958628571","PKLE"
"PKLE",368,"149","93","0.171706897","PKLE"
"PKLE",369,"151","135","0.977045455","PKLE"
"PKLE",370,"151","187","0.477906977","PKLE"
"PKLE",371,"153","128","0.520573171","PKLE"
"PKLE",372,"162","137","0.706834711","PKLE"
"PKLE",373,"141","157","0.853719212","PKLE"
"PKLE",374,"141","74","0.290618182","PKLE"
"PKLE",375,"159","64","0.234758621","PKLE"
"PKLE",376,"*","*","*","PKLE"
"PKLE",377,"*","*","*","PKLE"
"PKLE",378,"162","102","0.381941935","PKLE"
"PKLE",379,"159","102","0.50875","PKLE"
"PKLE",380,"128","72","0.60048","PKLE"
"PKLE",381,"149","218","0.80287037","PKLE"
"PKLE",382,"149","81","0.289512605","PKLE"
"PKLE",383,"145","86","0.483563536","PKLE"
"PKLE",384,"139","131","0.344986486","PKLE"
"PKLE",386,"151","103","0.501265823","PKLE"
"PKLE",388,"151","52","0.161695238","PKLE"
"PKLE",389,"151","209","0.996935622","PKLE"
"PKLE",390,"153","100","0.5976","PKLE"
"PKLE",391,"131","129","0.322910891","PKLE"
"PKLE",392,"139","94","0.344666667","PKLE"
"PKLE",393,"151","111","0.483834197","PKLE"
"PKLE",394,"*","*","*","PKLE"
"PKLE",395,"141","181","0.618771186","PKLE"
"PKLE",396,"131","318","0.912807018","PKLE"
"PKLE",397,"149","239","1.043219512","PKLE"
"PKLE",398,"*","*","*","PKLE"
"PKLE",399,"135","159","0.601206704","PKLE"
"PKLE",400,"145","168","0.638197368","PKLE"
"PKLE",402,"179","163","0.817297297","PKLE"
"PKLE",403,"*","*","*","PKLE"
"PKLE",404,"141","103","0.307038462","PKLE"
"STIL",1,"153","151","0.345053914","STIL"
"STIL",2,"200","260","1.184172557","STIL"
"STIL",3,"187","106.5","0.3167681855","STIL"
"STIL",4,"200","158","0.768499549","STIL"
"STIL",5,"182","54","0.150626777","STIL"
"STIL",7,"187","102","0.347557506","STIL"
"STIL",8,"200","133","0.610604615","STIL"
"STIL",9,"175","169","0.483831467","STIL"
"STIL",10,"168","103","0.213455059","STIL"
"STIL",11,"200","136","0.154097008","STIL"
"STIL",12,"193.5","134","0.410369072","STIL"
"STIL",13,"200","67","0.519956467","STIL"
"STIL",14,"200","93","0.428850618","STIL"
"STIL",15,"*","156","1.2246984","STIL"
"STIL",16,"200","56","0.206178182","STIL"
"STIL",17,"200","146","0.780742292","STIL"
"STIL",18,"189","270","0.519740833","STIL"
"STIL",19,"186","253.5","1.0232323485","STIL"
"STIL",20,"172","126","0.438597223","STIL"
"STIL",21,"214","87","0.297637897","STIL"
"STIL",22,"200","131","0.236167736","STIL"
"STIL",23,"214","186","1.650265926","STIL"
"STIL",24,"210","154","0.539175396","STIL"
"STIL",25,"200","112","0.745630685","STIL"
"STIL",26,"214","133","1.03329478","STIL"
"STIL",27,"*","*","*","STIL"
"STIL",28,"200","256","1.14305184","STIL"
"STIL",29,"200","121","0.504095027","STIL"
"STIL",30,"200","134","0.619723548","STIL"
"STIL",31,"200","56","0.073375176","STIL"
"STIL",32,"210","429","2.085245476","STIL"
"STIL",33,"172","221","0.915662355","STIL"
"STIL",34,"172","190","0.666176702","STIL"
"STIL",35,"182","164","0.800937225","STIL"
"STIL",36,"200","68.5","0.5633635035","STIL"
"STIL",37,"200","131","0.512907877","STIL"
"STIL",38,"189","217","0.839318327","STIL"
"STIL",39,"200","54","0.071431811","STIL"
"STIL",40,"200","137","1.115443788","STIL"
"STIL",41,"186","153","0.408430123","STIL"
"STIL",42,"200","183","0.557147909","STIL"
"STIL",43,"189","147","0.975556324","STIL"
"STIL",44,"200","175","0.765189983","STIL"
"STIL",45,"*","*","*","STIL"
"STIL",46,"200","156.5","0.6646867385","STIL"
"STIL",47,"*","*","*","STIL"
"STIL",48,"172","194","0.974191909","STIL"
"STIL",49,"189","122","0.60724629","STIL"
"STIL",50,"200","110","0.287932313","STIL"
"STIL",52,"175","185","0.565117372","STIL"
"STIL",53,"193.5","119","0.7642691675","STIL"
"STIL",54,"200","134","0.882107369","STIL"
"STIL",55,"172","137","0.451265887","STIL"
"STIL",56,"182","18","*","STIL"
"STIL",57,"172","63","0.297938324","STIL"
"STIL",58,"200","159","0.438836598","STIL"
"STIL",59,"*","*","*","STIL"
"STIL",60,"*","*","*","STIL"
"STIL",61,"187.5","155","0.5615817875","STIL"
"STIL",62,"200","149","0.585801761","STIL"
"STIL",63,"*","*","*","STIL"
"STIL",64,"172","247","0.814139487","STIL"
"STIL",65,"200","166","0.44252878","STIL"
"STIL",66,"200","153","0.999753796","STIL"
"STIL",67,"*","*","*","STIL"
"STIL",68,"200","110","0.3005047","STIL"
"STIL",69,"200","244","1.012322955","STIL"
"STIL",70,"200","314","1.271401576","STIL"
"STIL",71,"*","*","*","STIL"
"STIL",72,"172","162","0.470920234","STIL"
"STIL",73,"200","175","0.522850133","STIL"
"STIL",74,"200","149","1.107298118","STIL"
"STIL",75,"*","*","*","STIL"
"STIL",76,"210","124","0.505022904","STIL"
"STIL",77,"175","135","0.569336166","STIL"
"STIL",78,"172","201","0.706164814","STIL"
"STIL",79,"200","111","0.384219106","STIL"
"STIL",80,"187","103","0.389227549","STIL"
"STIL",81,"168","163","0.436735541","STIL"
"STIL",83,"200","290","1.203212463","STIL"
"STIL",84,"182","98","0.28122704","STIL"
"STIL",85,"200","210","0.631765548","STIL"
"STIL",86,"200","121","0.4796881825","STIL"
"STIL",87,"182","75","0.214700213","STIL"
"STIL",88,"*","178","0.627284546","STIL"
"STIL",89,"175","120","0.424493645","STIL"
"STIL",90,"214","209","0.611856165","STIL"
"STIL",91,"214","139","0.546795836","STIL"
"STIL",93,"200","159","0.535183244","STIL"
"STIL",94,"187","98","0.312386838","STIL"
"STIL",95,"200","156","0.573892487","STIL"
"STIL",96,"189","103","0.75238673","STIL"
"STIL",97,"175","211","0.688512036","STIL"
"STIL",98,"*","*","*","STIL"
"STIL",99,"193.5","99.5","0.5601681915","STIL"
"STIL",100,"200","120","0.533034667","STIL"
"STIL",101,"191","92.5","0.3224382605","STIL"
"STIL",102,"*","*","*","STIL"
"STIL",103,"214","156","0.680388","STIL"
"STIL",104,"200","75","0.347960986","STIL"
"STIL",105,"214","230","0.999779332","STIL"
"STIL",106,"187","193.5","0.6295866945","STIL"
"STIL",107,"214","124","0.557426313","STIL"
"STIL",108,"*","*","*","STIL"
"STIL",110,"186","146.666666666667","0.564811473","STIL"
"STIL",111,"168","74","0.256603474","STIL"
"STIL",112,"194.5","186","0.726048895","STIL"
"STIL",113,"214","242","1.594256514","STIL"
"STIL",114,"200","53","0.404858975","STIL"
"STIL",115,"200","78","0.424462239","STIL"
"STIL",116,"200","205","0.868687262","STIL"
"STIL",117,"200","145","0.682775326","STIL"
"STIL",118,"187","51","0.077316818","STIL"
"STIL",119,"200","254","1.290632907","STIL"
"STIL",120,"200","210","1.011550301","STIL"
"STIL",122,"*","*","*","STIL"
"STIL",123,"200","134","0.4309124","STIL"
"STIL",125,"200","150","0.309652139","STIL"
"STIL",126,"172","52","0.284829094","STIL"
"STIL",127,"200","80","0.275395143","STIL"
"STIL",128,"187","52","0.333302409","STIL"
"STIL",130,"187","171","1.104548458","STIL"
"STIL",131,"172","199","0.6650244","STIL"
"STIL",132,"200","82","0.324423417","STIL"
"STIL",134,"214","45","0.178196857","STIL"
"STIL",135,"172","127","0.46465522","STIL"
"STIL",136,"214","116","0.75296272","STIL"
"STIL",137,"200","73","0.411135789","STIL"
"STIL",138,"200","87","0.535146925","STIL"
"STIL",139,"172","141","0.303018161","STIL"
"STIL",141,"*","*","*","STIL"
"STIL",142,"200","180","0.712181832","STIL"
"STIL",143,"200","106","0.959389872","STIL"
"STIL",144,"182","180","0.246955644","STIL"
"STIL",145,"200","105","0.396676156","STIL"
"STIL",146,"175","126","0.625407152","STIL"
"STIL",147,"200","166","0.6131364705","STIL"
"STIL",148,"175","65","0.189475139","STIL"
"STIL",150,"168","54","0.116498089","STIL"
"STIL",151,"200","202","0.89612078","STIL"
"STIL",152,"*","*","*","STIL"
"STIL",153,"200","171","1.445296248","STIL"
"STIL",154,"210","112","0.7484268","STIL"
"STIL",155,"214","140","0.627290471","STIL"
"STIL",156,"187","174","0.422726272","STIL"
"STIL",157,"200","118","0.550577132","STIL"
"STIL",158,"200","208","0.639667809","STIL"
"STIL",159,"200","169","0.964913891","STIL"
"STIL",160,"*","*","*","STIL"
"STIL",161,"200","227","0.490356825","STIL"
"STIL",163,"172","89","0.138237562","STIL"
"STIL",164,"200","128","0.477989752","STIL"
"STIL",165,"*","*","*","STIL"
"STIL",166,"200","169.5","1.0143966545","STIL"
"STIL",167,"205","138.5","0.5391162955","STIL"
"STIL",168,"200","122","0.182124061","STIL"
"STIL",169,"200","101","0.76818","STIL"
"STIL",170,"200","73","0.150752635","STIL"
"STIL",171,"168","140","0.260322365","STIL"
"STIL",172,"200","81.5","0.3224966465","STIL"
"STIL",173,"172","44","0.123320325","STIL"
"STIL",174,"168","32","0.11532","STIL"
"STIL",175,"200","191","1.830022945","STIL"
"STIL",176,"191","127.5","0.4773706925","STIL"
"STIL",177,"200","167","0.92079176","STIL"
"STIL",178,"200","117.5","0.603600169","STIL"
"STIL",179,"200","133","0.669439228","STIL"
"STIL",180,"*","*","*","STIL"
"STIL",181,"*","*","*","STIL"
"STIL",182,"187","166","0.551567872","STIL"
"STIL",184,"200","153.5","0.8091752005","STIL"
"STIL",185,"172","217","0.582883578","STIL"
"STIL",186,"214","344","1.20269783","STIL"
"STIL",187,"186","173","0.6790423785","STIL"
"STIL",188,"200","92","0.580330941","STIL"
"STIL",189,"187","80","0.455930103","STIL"
"STIL",190,"175","138","0.172273325","STIL"
"STIL",191,"210","214","1.140852606","STIL"
"STIL",192,"*","*","*","STIL"
"STIL",193,"214","146","0.844899725","STIL"
"STIL",194,"214","121","0.7257472","STIL"
"STIL",195,"175","142","0.375833371","STIL"
"STIL",196,"210","112.5","0.756937701","STIL"
"STIL",197,"200","177","0.924346941","STIL"
"STIL",198,"173.5","186","0.8683896775","STIL"
"STIL",199,"200","183","0.638307778","STIL"
"STIL",200,"200","94.5","0.3687455045","STIL"
"STIL",201,"189","221","0.923240354","STIL"
"STIL",202,"168","90","0.200876457","STIL"
"STIL",203,"200","199","0.083334344","STIL"
"STIL",204,"*","*","*","STIL"
"STIL",205,"200","56","0.160428328","STIL"
"STIL",206,"*","*","*","STIL"
"STIL",207,"187","94","0.384404866","STIL"
"STIL",208,"182","70","0.337674044","STIL"
"STIL",209,"200","229","0.682726103","STIL"
"STIL",210,"229","123.5","0.660388802","STIL"
"STIL",211,"*","*","*","STIL"
"STIL",212,"*","*","*","STIL"
"STIL",213,"200","103","0.541095969","STIL"
"STIL",214,"214","59","0.370719516","STIL"
"STIL",215,"214","67","0.241075748","STIL"
"STIL",216,"177.5","139.5","0.3867620975","STIL"
"STIL",217,"172","188","0.825915433","STIL"
"STIL",218,"214","254","1.131556226","STIL"
"STIL",219,"*","*","*","STIL"
"STIL",220,"200","180","0.833254395","STIL"
"STIL",221,"200","164","0.492471314","STIL"
"STIL",222,"187","161","0.999911985","STIL"
"STIL",223,"210","324","1.155863825","STIL"
"STIL",224,"214","116","0.690181464","STIL"
"STIL",225,"172","173","0.548170757","STIL"
"STIL",226,"200","107","1.155727562","STIL"
"STIL",227,"200","135","0.443134791","STIL"
"STIL",228,"172","160","0.497702782","STIL"
"STIL",229,"187","70","0.411297611","STIL"
"STIL",230,"175","176","0.423217536","STIL"
"STIL",231,"200","188","1.149694998","STIL"
"STIL",232,"172","185","1.063896899","STIL"
"STIL",233,"*","*","*","STIL"
"STIL",234,"200","106.5","0.5707638465","STIL"
"STIL",235,"*","*","*","STIL"
"STIL",236,"191","160","0.681115688","STIL"
"STIL",237,"175","136","0.7195968","STIL"
"STIL",238,"*","*","*","STIL"
"STIL",239,"205","175","1.310688101","STIL"
"STIL",240,"*","*","*","STIL"
"STIL",241,"*","*","*","STIL"
"STIL",242,"189","140","0.408641441","STIL"
"STIL",243,"200","340","1.150346722","STIL"
"STIL",244,"200","67","0.389805625","STIL"
"STIL",245,"200","157","0.753123759","STIL"
"STIL",246,"200","96","0.254545158","STIL"
"STIL",247,"214","230","0.930476562","STIL"
"STIL",248,"214","190.5","1.629034154","STIL"
"STIL",249,"200","174","0.492934163","STIL"
"STIL",250,"200","163","1.41801499","STIL"
"STIL",251,"200","202","1.00992532","STIL"
"STIL",252,"214","176","0.736922655","STIL"
"STIL",253,"172","183","0.973241087","STIL"
"STIL",254,"172","193","0.423352533","STIL"
"STIL",255,"172","153","0.480562335","STIL"
"STIL",256,"*","*","*","STIL"
"STIL",257,"200","112","0.364712486","STIL"
"STIL",258,"189","244","0.433008834","STIL"
"STIL",259,"200","159","0.518390857","STIL"
"STIL",260,"182","192.5","0.611976301","STIL"
"STIL",261,"187","89","0.59760746","STIL"
"STIL",262,"200","91","0.493911289","STIL"
"STIL",263,"200","136","0.534430178","STIL"
"STIL",264,"200","138","0.692632201","STIL"
"STIL",265,"200","317","0.833052173","STIL"
"STIL",266,"172","163","0.542935879","STIL"
"STIL",267,"200","88","0.427316854","STIL"
"STIL",268,"172","94","0.274863212","STIL"
"STIL",269,"*","*","*","STIL"
"STIL",270,"200","179","1.170184132","STIL"
"STIL",271,"*","*","*","STIL"
"STIL",272,"200","137","0.477137234","STIL"
"STIL",273,"200","163","0.442672193","STIL"
"STIL",274,"175","177","0.847709993","STIL"
"STIL",275,"200","182","0.533139851","STIL"
"STIL",276,"*","*","*","STIL"
"STIL",277,"214","461","2.2229666","STIL"
"STIL",278,"*","*","*","STIL"
"STIL",279,"200","67","0.474487811","STIL"
"STIL",280,"*","*","*","STIL"
"STIL",281,"187","125","0.305024186","STIL"
"STIL",282,"*","*","*","STIL"
"STIL",283,"189","162","0.443043349","STIL"
"STIL",284,"188","118","0.816945741","STIL"
"STIL",285,"200","194","1.733198905","STIL"
"STIL",286,"172","229","0.796198723","STIL"
"STIL",287,"200","284","0.930910351","STIL"
"STIL",288,"*","*","*","STIL"
"STIL",289,"200","76","0.186773176","STIL"
"STIL",290,"200","170","0.581591934","STIL"
"STIL",291,"*","*","*","STIL"
"STIL",292,"200","126","0.600294277","STIL"
"STIL",293,"172","273","0.746587914","STIL"
"STIL",294,"172","229","0.656417691","STIL"
"STIL",296,"200","111","0.5443104","STIL"
"STIL",297,"189","208","0.889738154","STIL"
"STIL",298,"200","158","0.709417888","STIL"
"STIL",299,"187","210","0.83460928","STIL"
"STIL",300,"200","69","0.42481237","STIL"
"STIL",301,"172","289","0.83460928","STIL"
"STIL",302,"168","162","0.415260282","STIL"
"STIL",303,"200","170","0.983029213","STIL"
"STIL",304,"200","183","1.1070595085","STIL"
"STIL",305,"178.5","242.5","0.758331768","STIL"
"STIL",306,"187","66","0.186296714","STIL"
"STIL",307,"214","167","0.575592607","STIL"
"STIL",308,"200","240","1.079623934","STIL"
"STIL",310,"214","150","0.46039588","STIL"
"STIL",311,"200","66","0.163702376","STIL"
"STIL",312,"210","78","0.399800641","STIL"
"STIL",313,"172","209","0.89242213","STIL"
"STIL",314,"172","101","0.227212139","STIL"
"STIL",315,"200","203","0.903588454","STIL"
"STIL",316,"*","*","*","STIL"
"STIL",317,"187","163","0.735085859","STIL"
"STIL",318,"200","176","0.5679395415","STIL"
"STIL",319,"200","52","0.240872993","STIL"
"STIL",320,"187","86","0.390593111","STIL"
"STIL",322,"207","180.5","1.119670282","STIL"
"STIL",323,"200","160.5","0.292739258","STIL"
"STIL",324,"210","209","1.300297067","STIL"
"STIL",325,"200","217","0.802141642","STIL"
"STIL",326,"200","26","0.146545108","STIL"
"STIL",327,"*","*","*","STIL"
"STIL",328,"200","150","0.709547486","STIL"
"STIL",330,"172","372","0.888081375","STIL"
"STIL",332,"200","186","0.537148421","STIL"
"STIL",333,"229","17","*","STIL"
"STIL",334,"200","197","1.241662003","STIL"
"STIL",335,"200","123","0.556468536","STIL"
"STIL",336,"214","126","0.87148463","STIL"
"STIL",337,"194.5","197.5","0.386317681","STIL"
"STIL",338,"187","125","0.768682626","STIL"
"STIL",339,"200","113","0.594247134","STIL"
"STIL",340,"200","248","0.931483571","STIL"
"STIL",341,"172","96","0.33168915","STIL"
"STIL",342,"175","166","0.982250282","STIL"
"STIL",343,"175","172","0.521446413","STIL"
"STIL",344,"*","*","*","STIL"
"STIL",345,"155","121","0.173408623","STIL"
"STIL",346,"200","82","0.264595333","STIL"
"STIL",347,"187","37","0.28973189","STIL"
"STIL",349,"*","*","*","STIL"
"STIL",350,"207","122.5","0.5803338165","STIL"
"STIL",352,"200","149","0.5180163355","STIL"
"STIL",353,"187","179","0.990924062","STIL"
"STIL",354,"200","171","0.586859738","STIL"
"STIL",355,"*","*","*","STIL"
"STIL",356,"172","263","0.846435071","STIL"
"STIL",358,"200","148","0.426833335","STIL"
"STIL",359,"200","94","0.151553092","STIL"
"STIL",360,"175","217","0.817952787","STIL"
"STIL",361,"187","127","0.347110474","STIL"
"STIL",362,"*","*","*","STIL"
"STIL",363,"187","5","*","STIL"
"STIL",364,"200","198","1.105900495","STIL"
"STIL",365,"172","164","0.64681041","STIL"
"STIL",366,"200","150","0.694247756","STIL"
"STIL",367,"200","197","1.268302631","STIL"
"STIL",368,"172","69","0.152240074","STIL"
"STIL",369,"189","178","1.342337301","STIL"
"STIL",370,"*","*","*","STIL"
"STIL",371,"*","*","*","STIL"
"STIL",372,"200","165","0.7739055025","STIL"
"STIL",373,"200","184","0.978319103","STIL"
"STIL",374,"200","84.5","0.278542809","STIL"
"STIL",375,"*","*","*","STIL"
"STIL",376,"*","*","*","STIL"
"STIL",377,"*","*","*","STIL"
"STIL",378,"214","137","0.948540918","STIL"
"STIL",379,"214","116","0.604789333","STIL"
"STIL",380,"207","101.5","0.704391529","STIL"
"STIL",381,"214","142","0.945401539","STIL"
"STIL",382,"200","122","0.344243929","STIL"
"STIL",383,"200","107","0.510291","STIL"
"STIL",384,"172","93","0.268123271","STIL"
"STIL",386,"182","98","0.56699","STIL"
"STIL",388,"172","189","0.47173568","STIL"
"STIL",389,"200","161","0.784572413","STIL"
"STIL",390,"200","137","0.956100784","STIL"
"STIL",391,"*","*","*","STIL"
"STIL",392,"175","130","0.486820251","STIL"
"STIL",393,"187","108","0.5613201","STIL"
"STIL",394,"172","129","0.199970667","STIL"
"STIL",395,"180.5","125","0.698047509","STIL"
"STIL",396,"200","98","0.505431086","STIL"
"STIL",397,"200","173","1.138103564","STIL"
"STIL",398,"200","139","0.524589009","STIL"
"STIL",399,"172","190","0.611387035","STIL"
"STIL",400,"200","172","0.71196719","STIL"
"STIL",402,"214","117","0.551955209","STIL"
"STIL",403,"200","265","0.859647558","STIL"
"STIL",404,"172","169","0.385813885","STIL"
"TMPL",1,"132","127","0.077","TMPL"
"TMPL",2,"*","*","*","TMPL"
"TMPL",3,"153","249","0.7365","TMPL"
"TMPL",4,"158","125","0.374191011","TMPL"
"TMPL",5,"168","85","0.156129032","TMPL"
"TMPL",7,"133","231","0.32756044","TMPL"
"TMPL",8,"155","98","0.151772727","TMPL"
"TMPL",9,"*","*","*","TMPL"
"TMPL",10,"176","148","0.279179104","TMPL"
"TMPL",11,"153","61","0.151454545","TMPL"
"TMPL",12,"149","140","0.21647561","TMPL"
"TMPL",13,"163","177","0.544909091","TMPL"
"TMPL",14,"158","114","0.228938053","TMPL"
"TMPL",15,"168.5","118.5","0.4013932905","TMPL"
"TMPL",16,"*","*","*","TMPL"
"TMPL",17,"*","*","*","TMPL"
"TMPL",18,"149","188","0.303381215","TMPL"
"TMPL",19,"153","107","0.244690722","TMPL"
"TMPL",20,"153","189","0.418690141","TMPL"
"TMPL",21,"151","106","0.354166667","TMPL"
"TMPL",22,"139","34","0.184151786","TMPL"
"TMPL",23,"183","69","0.392025974","TMPL"
"TMPL",24,"181","64","0.130711111","TMPL"
"TMPL",25,"160","137","0.312","TMPL"
"TMPL",26,"172","85","0.431134021","TMPL"
"TMPL",27,"151","68","0.132972973","TMPL"
"TMPL",28,"153","252","0.611555556","TMPL"
"TMPL",29,"146","129","0.229225806","TMPL"
"TMPL",30,"*","*","*","TMPL"
"TMPL",31,"152","136","0.378847342","TMPL"
"TMPL",32,"176","237","0.847109948","TMPL"
"TMPL",33,"146","103","0.153597561","TMPL"
"TMPL",34,"145","63","0.161","TMPL"
"TMPL",35,"141","139","0.229428571","TMPL"
"TMPL",36,"153","136","0.432774194","TMPL"
"TMPL",37,"*","*","*","TMPL"
"TMPL",38,"*","*","*","TMPL"
"TMPL",39,"153","89","0.175333333","TMPL"
"TMPL",40,"*","*","*","TMPL"
"TMPL",41,"139","380","0.62","TMPL"
"TMPL",42,"144","294","0.825922078","TMPL"
"TMPL",43,"165","218","0.588323146","TMPL"
"TMPL",44,"166","233","0.412871622","TMPL"
"TMPL",45,"172","156","0.241534653","TMPL"
"TMPL",46,"158","115","0.376318182","TMPL"
"TMPL",47,"179","37","0.078","TMPL"
"TMPL",48,"166","107","0.23544","TMPL"
"TMPL",49,"151","71","0.0995","TMPL"
"TMPL",50,"*","*","*","TMPL"
"TMPL",52,"133","191","0.379726027","TMPL"
"TMPL",53,"144","153","0.400821429","TMPL"
"TMPL",54,"151","199","0.485594595","TMPL"
"TMPL",55,"144","204","0.562622951","TMPL"
"TMPL",56,"153","182","0.283855263","TMPL"
"TMPL",57,"151","228","0.39625","TMPL"
"TMPL",58,"146","225","0.20976","TMPL"
"TMPL",59,"*","*","*","TMPL"
"TMPL",60,"*","*","*","TMPL"
"TMPL",61,"141","35","*","TMPL"
"TMPL",62,"172","135","0.466818182","TMPL"
"TMPL",63,"146","200","0.577183673","TMPL"
"TMPL",64,"144","167","0.335547945","TMPL"
"TMPL",65,"*","*","*","TMPL"
"TMPL",66,"166","163","0.738402985","TMPL"
"TMPL",67,"149","167","0.368","TMPL"
"TMPL",68,"*","*","*","TMPL"
"TMPL",69,"174","148","0.564","TMPL"
"TMPL",70,"160","29","0.084","TMPL"
"TMPL",71,"183","204","0.397881356","TMPL"
"TMPL",72,"151","101","0.41","TMPL"
"TMPL",73,"144","176","0.352094595","TMPL"
"TMPL",74,"169","210","0.696148699","TMPL"
"TMPL",75,"172","86","0.363962963","TMPL"
"TMPL",76,"191.5","74.5","0.1582764705","TMPL"
"TMPL",77,"149","252","0.5025","TMPL"
"TMPL",78,"*","*","*","TMPL"
"TMPL",79,"160","151","0.450814815","TMPL"
"TMPL",80,"144","215","0.448909091","TMPL"
"TMPL",81,"142","70","0.099305556","TMPL"
"TMPL",83,"166","238","0.60906383","TMPL"
"TMPL",84,"151","17","*","TMPL"
"TMPL",85,"153","184","0.349879518","TMPL"
"TMPL",86,"172","178","0.366128655","TMPL"
"TMPL",87,"153","123","0.307432432","TMPL"
"TMPL",88,"158","168","0.630378378","TMPL"
"TMPL",89,"149","169","0.50737037","TMPL"
"TMPL",90,"172","211","0.497734043","TMPL"
"TMPL",91,"169","93","0.274653846","TMPL"
"TMPL",93,"155.5","189","0.6119709515","TMPL"
"TMPL",94,"*","*","*","TMPL"
"TMPL",95,"160","132","0.189238938","TMPL"
"TMPL",96,"139","78","0.018","TMPL"
"TMPL",97,"153","50","0.230569343","TMPL"
"TMPL",98,"*","*","*","TMPL"
"TMPL",99,"*","*","*","TMPL"
"TMPL",100,"183","103","0.224918919","TMPL"
"TMPL",101,"181","134","0.14","TMPL"
"TMPL",102,"183","158","0.399245902","TMPL"
"TMPL",103,"153","198","0.68373494","TMPL"
"TMPL",104,"153","71","0.212914286","TMPL"
"TMPL",105,"172","199","0.787145161","TMPL"
"TMPL",106,"172","236","0.560758621","TMPL"
"TMPL",107,"151","89","0.265674419","TMPL"
"TMPL",108,"139","101","0.239342466","TMPL"
"TMPL",110,"134","139","0.402616667","TMPL"
"TMPL",111,"151","177","0.35037037","TMPL"
"TMPL",112,"146","38","0.053","TMPL"
"TMPL",113,"174","182","0.618519231","TMPL"
"TMPL",114,"172","79","0.232524752","TMPL"
"TMPL",115,"177","44","0.136","TMPL"
"TMPL",116,"154.5","201","0.3690555095","TMPL"
"TMPL",117,"179","156.5","0.436194805","TMPL"
"TMPL",118,"154.5","122.5","0.3801019435","TMPL"
"TMPL",119,"188","216","0.716784946","TMPL"
"TMPL",120,"179","61","0.152169643","TMPL"
"TMPL",122,"151","26","*","TMPL"
"TMPL",123,"183","220","0.44489441","TMPL"
"TMPL",125,"169","97","0.176115385","TMPL"
"TMPL",126,"151","162","0.2336","TMPL"
"TMPL",127,"146.5","73","0.1427","TMPL"
"TMPL",128,"163","55","0.12","TMPL"
"TMPL",130,"153","154","0.468965517","TMPL"
"TMPL",131,"151","454","1.217793103","TMPL"
"TMPL",132,"172","178","0.558708661","TMPL"
"TMPL",134,"179","95","0.242991803","TMPL"
"TMPL",135,"151","89","0.309545455","TMPL"
"TMPL",136,"*","12","*","TMPL"
"TMPL",137,"*","*","*","TMPL"
"TMPL",138,"156.5","67","0.1918235205","TMPL"
"TMPL",139,"149","58","*","TMPL"
"TMPL",141,"158","104","0.241510204","TMPL"
"TMPL",142,"144","145","0.305460674","TMPL"
"TMPL",143,"150","138","0.6542341105","TMPL"
"TMPL",144,"*","*","*","TMPL"
"TMPL",145,"158","61","0.06","TMPL"
"TMPL",146,"158","88","0.291330935","TMPL"
"TMPL",147,"151","129","0.426865248","TMPL"
"TMPL",148,"141","142","0.226769231","TMPL"
"TMPL",150,"133","112","0.337071429","TMPL"
"TMPL",151,"144","106","0.218686567","TMPL"
"TMPL",152,"152","49","0.086","TMPL"
"TMPL",153,"153","175","0.824189189","TMPL"
"TMPL",154,"172","158.5","0.3596619485","TMPL"
"TMPL",155,"172","110","0.356765957","TMPL"
"TMPL",156,"141","155","0.232795699","TMPL"
"TMPL",157,"172","36","0.068914286","TMPL"
"TMPL",158,"146","297.5","0.4230292415","TMPL"
"TMPL",159,"179","109","0.416557377","TMPL"
"TMPL",160,"172","126","0.231970149","TMPL"
"TMPL",161,"163","78","*","TMPL"
"TMPL",163,"151","127","0.242330097","TMPL"
"TMPL",164,"*","*","*","TMPL"
"TMPL",165,"172","96","0.187831461","TMPL"
"TMPL",166,"181","171","0.739917808","TMPL"
"TMPL",167,"*","*","*","TMPL"
"TMPL",168,"181","192","0.442105263","TMPL"
"TMPL",169,"160","183","0.455232558","TMPL"
"TMPL",170,"158","87","0.234378041","TMPL"
"TMPL",171,"133","180","0.371964072","TMPL"
"TMPL",172,"*","*","*","TMPL"
"TMPL",173,"142.5","50.5","0.067","TMPL"
"TMPL",174,"141","192","0.300333333","TMPL"
"TMPL",175,"183","186","0.83772093","TMPL"
"TMPL",176,"146","285","0.629098039","TMPL"
"TMPL",177,"150","145","0.3727883335","TMPL"
"TMPL",178,"151","120","0.346924528","TMPL"
"TMPL",179,"174","98.5","0.2073597265","TMPL"
