SITE,PLANT_ID,ECOTYPE,SUBPOP,PLOT_GL,REP,PL,PBN,SBN
PKLE,AP13,Lowland,Gulf,P7519,C,46.5,37,15
PKLE,J344.C,Upland,Midwest,P7521,A,25.5,14,7
PKLE,J344.C,Upland,Midwest,P7521,B,23.7,13,6
PKLE,J344.C,Upland,Midwest,P7521,C,27.5,12,6
CLMB,AP13,Lowland,Gulf,C1001,A,61.47,39,18
CLMB,AP13,Lowland,Gulf,C1001,B,59,39,15
CLMB,AP13,Lowland,Gulf,C1001,C,64.26,39,21
CLMB,J301.A,Lowland,Gulf,C1002,A,76.45,35,24
CLMB,J301.A,Lowland,Gulf,C1002,B,64.52,37,17
CLMB,J301.A,Lowland,Gulf,C1002,C,73.66,37,23
CLMB,J022.C,Lowland,Gulf,C1003,A,71.88,46,18
CLMB,J022.C,Lowland,Gulf,C1003,B,64.01,39,22
CLMB,J022.C,Lowland,Gulf,C1003,C,69.34,40,15
CLMB,J026.C,Lowland,Atlantic,C1004,A,58.42,33,17
CLMB,J026.C,Lowland,Atlantic,C1004,B,64.01,30,20
CLMB,J026.C,Lowland,Atlantic,C1004,C,79.5,29,18
CLMB,J016.B,Lowland,Gulf,C1005,A,39.37,27,15
CLMB,J016.B,Lowland,Gulf,C1005,B,41.66,27,14
CLMB,J016.B,Lowland,Gulf,C1005,C,38,22,14
CLMB,J354.B,Upland,Midwest,C1007,A,24.13,19,10
CLMB,J354.B,Upland,Midwest,C1007,B,24.38,18,11
CLMB,J354.B,Upland,Midwest,C1007,C,21.84,18,11
CLMB,AP13,Lowland,Gulf,C1009,A,49.02,33,15
CLMB,AP13,Lowland,Gulf,C1009,B,67.06,42,18
CLMB,AP13,Lowland,Gulf,C1009,C,64.01,39,19
CLMB,J588.B,Coastal,Atlantic,C1010,A,34.29,22,13
CLMB,J588.B,Coastal,Atlantic,C1010,B,51.82,20,11
CLMB,J588.B,Coastal,Atlantic,C1010,C,49.53,23,15
CLMB,J662.D,Lowland,Gulf,C1013,A,56.9,34,16
CLMB,J662.D,Lowland,Gulf,C1013,B,39.37,36,16
CLMB,J662.D,Lowland,Gulf,C1013,C,57.66,34,16
CLMB,J594.C,Unknown,4X,C1014,A,70.36,38,16
CLMB,J594.C,Unknown,4X,C1014,B,60.96,41,20
CLMB,J594.C,Unknown,4X,C1014,C,59.44,41,16
CLMB,J626.A,Unknown,4X,C1015,A,28.45,22,11
CLMB,J626.A,Unknown,4X,C1015,B,35.56,25,9
CLMB,J626.A,Unknown,4X,C1015,C,35.54,23,15
CLMB,J353.C,Upland,Midwest,C1016,A,46.48,29,13
CLMB,J353.C,Upland,Midwest,C1016,B,49.53,28,13
CLMB,J353.C,Upland,Midwest,C1016,C,39.12,28,10
CLMB,AP13,Lowland,Gulf,C1017,A,59.44,39,14
CLMB,AP13,Lowland,Gulf,C1017,B,59.69,37,19
CLMB,AP13,Lowland,Gulf,C1017,C,59.94,38,16
CLMB,J470.A,Upland,Midwest,C1018,A,51.56,27,12
CLMB,J470.A,Upland,Midwest,C1018,B,40.64,22,12
CLMB,J470.A,Upland,Midwest,C1018,C,48.26,22,10
CLMB,J223.A,Lowland,Gulf,C1019,A,62.48,40,16
CLMB,J223.A,Lowland,Gulf,C1019,B,61.21,33,19
CLMB,J223.A,Lowland,Gulf,C1019,C,59.69,33,19
CLMB,J652.A,Unknown,4X,C1021,A,63.75,37,14
CLMB,J652.A,Unknown,4X,C1021,B,61.72,35,22
CLMB,J652.A,Unknown,4X,C1021,C,59.94,38,21
CLMB,J011.B,Lowland,Gulf,C1101,A,67.06,26,16
CLMB,J011.B,Lowland,Gulf,C1101,B,67.31,30,16
CLMB,J011.B,Lowland,Gulf,C1101,C,66.29,27,16
CLMB,J416.B,Upland,Atlantic,C1103,A,49.02,23,12
CLMB,J416.B,Upland,Atlantic,C1103,B,56.39,21,12
CLMB,J416.B,Upland,Atlantic,C1103,C,53.34,21,11
CLMB,J393.B,Upland,Midwest,C1104,A,37.08,32,12
CLMB,J393.B,Upland,Midwest,C1104,B,39.12,28,16
CLMB,J393.B,Upland,Midwest,C1104,C,44.96,35,16
CLMB,J621.B,Coastal,Atlantic,C1106,A,59.18,27,12
CLMB,J621.B,Coastal,Atlantic,C1106,B,46.23,26,11
CLMB,J621.B,Coastal,Atlantic,C1106,C,59.18,24,12
CLMB,J427.A,Upland,Atlantic,C1108,A,41.4,25,12
CLMB,J427.A,Upland,Atlantic,C1108,B,39.12,18,12
CLMB,J427.A,Upland,Atlantic,C1108,C,38.1,20,13
CLMB,J316.A,Lowland,Gulf,C1109,A,38.86,31,17
CLMB,J316.A,Lowland,Gulf,C1109,B,71.63,33,18
CLMB,J316.A,Lowland,Gulf,C1109,C,71.12,36,17
CLMB,J016.C,Lowland,Gulf,C1110,A,39.62,35,16
CLMB,J016.C,Lowland,Gulf,C1110,B,50.8,35,16
CLMB,J016.C,Lowland,Gulf,C1110,C,49.28,38,20
CLMB,J446.A,Lowland,Gulf,C1111,A,51.82,30,14
CLMB,J446.A,Lowland,Gulf,C1111,B,45.97,17,15
CLMB,J446.A,Lowland,Gulf,C1111,C,72.64,29,13
CLMB,J599.A,Upland,Atlantic,C1113,A,44.7,25,13
CLMB,J599.A,Upland,Atlantic,C1113,B,46.99,25,13
CLMB,J599.A,Upland,Atlantic,C1113,C,48.77,21,17
CLMB,J491.B,Upland,Midwest,C1116,A,37.08,18,13
CLMB,J491.B,Upland,Midwest,C1116,B,40.89,19,12
CLMB,J491.B,Upland,Midwest,C1116,C,42.42,20,13
CLMB,J288.B,Lowland,Gulf,C1117,A,66.29,45,21
CLMB,J288.B,Lowland,Gulf,C1117,B,62.48,42,17
CLMB,J288.B,Lowland,Gulf,C1117,C,46.74,34,21
CLMB,J522.C,Upland,Atlantic,C1118,A,36.32,20,8
CLMB,J522.C,Upland,Atlantic,C1118,B,43.94,22,13
CLMB,J522.C,Upland,Atlantic,C1118,C,37.08,21,12
CLMB,J023.B,Lowland,Gulf,C1119,A,63.75,33,27
CLMB,J023.B,Lowland,Gulf,C1119,B,67.06,38,18
CLMB,J023.B,Lowland,Gulf,C1119,C,69.6,47,24
CLMB,J317.A,Lowland,Gulf,C1120,A,65.02,32,20
CLMB,J317.A,Lowland,Gulf,C1120,B,59.44,34,17
CLMB,J317.A,Lowland,Gulf,C1120,C,79.76,39,19
CLMB,J535.A,Lowland,Gulf,C1121,A,82.8,50,19
CLMB,J535.A,Lowland,Gulf,C1121,B,58.42,45,13
CLMB,J535.A,Lowland,Gulf,C1121,C,84.58,40,19
CLMB,J355.A,Upland,Midwest,C1201,A,33.78,14,8
CLMB,J355.A,Upland,Midwest,C1201,B,26.42,15,8
CLMB,J355.A,Upland,Midwest,C1201,C,43.69,20,12
CLMB,J458.A,Coastal,Gulf,C1205,A,79.76,47,16
CLMB,J458.A,Coastal,Gulf,C1205,B,84.84,46,18
CLMB,J458.A,Coastal,Gulf,C1205,C,69.09,43,16
CLMB,J003.F,Coastal,Gulf,C1206,A,56.64,43,13
CLMB,J003.F,Coastal,Gulf,C1206,B,71.12,35,27
CLMB,J003.F,Coastal,Gulf,C1206,C,64.01,49,15
CLMB,J323.A,Lowland,Gulf,C1207,A,63.5,38,15
CLMB,J323.A,Lowland,Gulf,C1207,B,64.01,44,16
CLMB,J323.A,Lowland,Gulf,C1207,C,61.21,37,17
CLMB,J430.B,Upland,Atlantic,C1208,A,59.44,24,12
CLMB,J430.B,Upland,Atlantic,C1208,B,54.1,27,16
CLMB,J430.B,Upland,Atlantic,C1208,C,47.5,28,13
CLMB,J246.A,Lowland,Gulf,C1209,A,30.48,24,11
CLMB,J246.A,Lowland,Gulf,C1209,B,31.5,27,12
CLMB,J246.A,Lowland,Gulf,C1209,C,28.7,26,9
CLMB,J409.B,Upland,Midwest,C1210,A,42.16,21,12
CLMB,J409.B,Upland,Midwest,C1210,B,44.96,20,14
CLMB,J409.B,Upland,Midwest,C1210,C,38.86,21,12
CLMB,J285.B,Unknown,4X,C1211,A,41.66,27,10
CLMB,J285.B,Unknown,4X,C1211,B,38.1,24,11
CLMB,J285.B,Unknown,4X,C1211,C,39.12,25,11
CLMB,J037.A,Upland,Midwest,C1216,A,19.3,14,3
CLMB,J037.A,Upland,Midwest,C1216,B,15.75,11,5
CLMB,J037.A,Upland,Midwest,C1216,C,18.8,15,4
CLMB,J592.C,Upland,Atlantic,C1217,A,28.7,19,10
CLMB,J592.C,Upland,Atlantic,C1217,B,27.18,20,10
CLMB,J592.C,Upland,Atlantic,C1217,C,28.96,18,8
CLMB,J538.A,Upland,Atlantic,C1220,A,51.31,28,13
CLMB,J538.A,Upland,Atlantic,C1220,B,42.42,25,13
CLMB,J538.A,Upland,Atlantic,C1220,C,50.04,26,13
CLMB,J250.C,Lowland,Gulf,C1221,A,68.83,42,25
CLMB,J250.C,Lowland,Gulf,C1221,B,64.52,43,28
CLMB,J250.C,Lowland,Gulf,C1221,C,67.06,35,31
CLMB,J613.A,Coastal,Atlantic,C1401,A,34.04,19,8
CLMB,J613.A,Coastal,Atlantic,C1401,B,49.02,23,14
CLMB,J613.A,Coastal,Atlantic,C1401,C,53.34,25,15
CLMB,J427.B,Upland,Atlantic,C1402,A,39.37,21,12
CLMB,J427.B,Upland,Atlantic,C1402,B,44.2,19,11
CLMB,J427.B,Upland,Atlantic,C1402,C,43.69,20,11
CLMB,J516.C,Upland,Atlantic,C1403,A,38.61,19,11
CLMB,J516.C,Upland,Atlantic,C1403,B,32.26,17,12
CLMB,J516.C,Upland,Atlantic,C1403,C,33.53,21,13
CLMB,AP13,Lowland,Gulf,C1405,A,56.13,42,16
CLMB,AP13,Lowland,Gulf,C1405,B,57.66,40,16
CLMB,AP13,Lowland,Gulf,C1405,C,62.48,43,15
CLMB,J433.B,Upland,Atlantic,C1406,A,43.69,21,11
CLMB,J433.B,Upland,Atlantic,C1406,B,47.5,19,9
CLMB,J433.B,Upland,Atlantic,C1406,C,45.72,20,12
CLMB,J596.B,Upland,Atlantic,C1407,A,48.77,25,13
CLMB,J596.B,Upland,Atlantic,C1407,B,51.56,26,15
CLMB,J596.B,Upland,Atlantic,C1407,C,53.59,25,12
CLMB,J644.B,Upland,Atlantic,C1408,A,41.4,24,12
CLMB,J644.B,Upland,Atlantic,C1408,B,39.12,25,15
CLMB,J644.B,Upland,Atlantic,C1408,C,36.83,27,12
CLMB,J352.B,Upland,Midwest,C1409,A,53.59,30,11
CLMB,J352.B,Upland,Midwest,C1409,B,53.85,26,14
CLMB,J352.B,Upland,Midwest,C1409,C,50.8,31,13
CLMB,J403.A,Upland,Midwest,C1410,A,48.51,21,12
CLMB,J403.A,Upland,Midwest,C1410,B,43.69,22,14
CLMB,J403.A,Upland,Midwest,C1410,C,44.96,23,10
CLMB,J465.A,Coastal,Gulf,C1411,A,48.26,38,19
CLMB,J465.A,Coastal,Gulf,C1411,B,54.1,41,16
CLMB,J465.A,Coastal,Gulf,C1411,C,49.02,43,20
CLMB,J477.A,Coastal,Gulf,C1412,A,53.59,41,25
CLMB,J477.A,Coastal,Gulf,C1412,B,62.23,46,27
CLMB,J477.A,Coastal,Gulf,C1412,C,56.9,42,22
CLMB,AP13,Lowland,Gulf,C1413,A,65.02,36,15
CLMB,AP13,Lowland,Gulf,C1413,B,72.14,41,18
CLMB,AP13,Lowland,Gulf,C1413,C,64.52,40,13
CLMB,J434.A,Upland,Atlantic,C1414,A,28.7,16,9
CLMB,J434.A,Upland,Atlantic,C1414,B,26.92,17,9
CLMB,J434.A,Upland,Atlantic,C1414,C,24.64,15,6
CLMB,J521.C,Upland,Atlantic,C1415,A,26.42,19,10
CLMB,J521.C,Upland,Atlantic,C1415,B,30.48,20,9
CLMB,J521.C,Upland,Atlantic,C1415,C,29.72,23,9
CLMB,J664.A,Upland,Atlantic,C1418,A,23.88,16,7
CLMB,J664.A,Upland,Atlantic,C1418,B,20.57,17,9
CLMB,J664.A,Upland,Atlantic,C1418,C,29.72,19,10
CLMB,AP13,Lowland,Gulf,C1421,A,62.48,40,17
CLMB,AP13,Lowland,Gulf,C1421,B,59.94,43,18
CLMB,AP13,Lowland,Gulf,C1421,C,62.23,36,15
CLMB,J669.B,Upland,Atlantic,C1602,A,44.45,23,12
CLMB,J669.B,Upland,Atlantic,C1602,B,41.66,23,13
CLMB,J669.B,Upland,Atlantic,C1602,C,42.16,22,14
CLMB,J683.E,Upland,Atlantic,C1603,A,38.1,16,11
CLMB,J683.E,Upland,Atlantic,C1603,B,28.19,20,12
CLMB,J683.E,Upland,Atlantic,C1603,C,35.81,19,12
CLMB,J384.C,Upland,Midwest,C1605,A,35.56,15,7
CLMB,J384.C,Upland,Midwest,C1605,B,43.43,16,7
CLMB,J384.C,Upland,Midwest,C1605,C,27.94,12,7
CLMB,J406.A,Upland,Midwest,C1606,A,31.5,22,10
CLMB,J406.A,Upland,Midwest,C1606,B,29.72,18,9
CLMB,J406.A,Upland,Midwest,C1606,C,28.19,21,10
CLMB,J625.B,Upland,Atlantic,C1607,A,39.88,24,11
CLMB,J625.B,Upland,Atlantic,C1607,B,36.32,22,9
CLMB,J625.B,Upland,Atlantic,C1607,C,33.02,25,11
CLMB,J371.A,Upland,Midwest,C1608,A,23.62,16,10
CLMB,J371.A,Upland,Midwest,C1608,B,20.83,18,11
CLMB,J371.A,Upland,Midwest,C1608,C,25.65,13,6
CLMB,J212.A,Lowland,Gulf,C1609,A,44.7,31,13
CLMB,J212.A,Lowland,Gulf,C1609,B,40.64,31,13
CLMB,J212.A,Lowland,Gulf,C1609,C,61.21,26,16
CLMB,J006.B,Upland,Atlantic,C1610,A,42.16,23,11
CLMB,J006.B,Upland,Atlantic,C1610,B,36.58,25,16
CLMB,J006.B,Upland,Atlantic,C1610,C,37.08,21,12
CLMB,J641.C,Upland,Atlantic,C1612,A,22.1,13,7
CLMB,J641.C,Upland,Atlantic,C1612,B,20.57,15,8
CLMB,J641.C,Upland,Atlantic,C1612,C,23.37,13,7
CLMB,J395.A,Upland,Midwest,C1614,A,30.73,20,9
CLMB,J395.A,Upland,Midwest,C1614,B,19.05,13,5
CLMB,J395.A,Upland,Midwest,C1614,C,40.64,19,12
CLMB,J386.C,Upland,Midwest,C1616,A,43.18,33,14
CLMB,J386.C,Upland,Midwest,C1616,B,45.72,32,13
CLMB,J386.C,Upland,Midwest,C1616,C,49.53,33,14
CLMB,J498.C,Coastal,Gulf,C1618,A,50.04,25,13
CLMB,J498.C,Coastal,Gulf,C1618,B,48.51,29,15
CLMB,J498.C,Coastal,Gulf,C1618,C,48.51,26,14
CLMB,J665.C,Upland,Atlantic,C1620,A,35.81,23,9
CLMB,J665.C,Upland,Atlantic,C1620,B,38.61,26,12
CLMB,J665.C,Upland,Atlantic,C1620,C,43.94,24,11
CLMB,J610.B,Coastal,Gulf,C1621,A,59.69,40,17
CLMB,J610.B,Coastal,Gulf,C1621,B,50.04,33,21
CLMB,J610.B,Coastal,Gulf,C1621,C,60.2,33,19
CLMB,AP13,Lowland,Gulf,C1801,A,53.85,29,18
CLMB,AP13,Lowland,Gulf,C1801,B,54.36,32,17
CLMB,AP13,Lowland,Gulf,C1801,C,36.61,16,17
CLMB,J684.B,Coastal,Gulf,C1802,A,72.14,39,16
CLMB,J684.B,Coastal,Gulf,C1802,B,67.82,36,17
CLMB,J684.B,Coastal,Gulf,C1802,C,61.98,49,20
CLMB,J378.B,Upland,Midwest,C1803,A,46.99,25,12
CLMB,J378.B,Upland,Midwest,C1803,B,41.66,20,11
CLMB,J378.B,Upland,Midwest,C1803,C,38.86,17,8
CLMB,J599.C,Coastal,Atlantic,C1804,A,52.07,31,14
CLMB,J599.C,Coastal,Atlantic,C1804,B,49.78,29,18
CLMB,J599.C,Coastal,Atlantic,C1804,C,46.74,31,18
CLMB,J425.A,Upland,Atlantic,C1805,A,38.1,26,14
CLMB,J425.A,Upland,Atlantic,C1805,B,37.08,29,12
CLMB,J425.A,Upland,Atlantic,C1805,C,50.04,34,13
CLMB,J489.A,Upland,Midwest,C1806,A,33.27,15,13
CLMB,J489.A,Upland,Midwest,C1806,B,43.94,30,13
CLMB,J489.A,Upland,Midwest,C1806,C,44.2,32,16
CLMB,J482.C,Coastal,Gulf,C1807,A,70.1,39,22
CLMB,J482.C,Coastal,Gulf,C1807,B,59.94,34,22
CLMB,J482.C,Coastal,Gulf,C1807,C,69.85,36,23
CLMB,AP13,Lowland,Gulf,C1809,A,59.44,39,17
CLMB,AP13,Lowland,Gulf,C1809,B,64.01,37,18
CLMB,AP13,Lowland,Gulf,C1809,C,58.42,35,16
CLMB,J005.B,Coastal,Gulf,C1810,A,79.25,42,16
CLMB,J005.B,Coastal,Gulf,C1810,B,69.6,49,16
CLMB,J005.B,Coastal,Gulf,C1810,C,75.18,44,19
CLMB,J661.A,Upland,Atlantic,C1812,A,53.85,29,14
CLMB,J661.A,Upland,Atlantic,C1812,B,54.86,27,15
CLMB,J661.A,Upland,Atlantic,C1812,C,51.31,27,15
CLMB,J626.B,Upland,Atlantic,C1813,A,26.67,15,8
CLMB,J626.B,Upland,Atlantic,C1813,B,24.13,15,7
CLMB,J626.B,Upland,Atlantic,C1813,C,25.4,16,7
CLMB,J173.A,Upland,Atlantic,C1815,A,46.99,22,12
CLMB,J173.A,Upland,Atlantic,C1815,B,50.8,21,12
CLMB,J173.A,Upland,Atlantic,C1815,C,51.05,19,12
CLMB,J660.B,Lowland,Gulf,C1816,A,58.42,35,16
CLMB,J660.B,Lowland,Gulf,C1816,B,59.69,39,17
CLMB,J660.B,Lowland,Gulf,C1816,C,61.72,40,13
CLMB,AP13,Lowland,Gulf,C1817,A,61.98,31,16
CLMB,AP13,Lowland,Gulf,C1817,B,52.58,27,16
CLMB,AP13,Lowland,Gulf,C1817,C,66.04,39,16
CLMB,J603.A,Coastal,Atlantic,C1820,A,34.8,26,11
CLMB,J603.A,Coastal,Atlantic,C1820,B,37.08,25,11
CLMB,J603.A,Coastal,Atlantic,C1820,C,40.89,24,13
CLMB,J225.A,Coastal,Gulf,C1821,A,42.16,39,18
CLMB,J225.A,Coastal,Gulf,C1821,B,71.88,38,14
CLMB,J225.A,Coastal,Gulf,C1821,C,69.6,54,16
CLMB,J521.A,Upland,Atlantic,C2001,A,29.72,20,8
CLMB,J521.A,Upland,Atlantic,C2001,B,29.72,19,10
CLMB,J521.A,Upland,Atlantic,C2001,C,29.46,26,9
CLMB,J306.C,Coastal,Gulf,C2003,A,62.23,32,14
CLMB,J306.C,Coastal,Gulf,C2003,B,54.61,26,14
CLMB,J306.C,Coastal,Gulf,C2003,C,56.64,22,15
CLMB,J605.A,Upland,Atlantic,C2004,A,47.24,19,12
CLMB,J605.A,Upland,Atlantic,C2004,B,39.88,20,10
CLMB,J605.A,Upland,Atlantic,C2004,C,41.91,20,10
CLMB,J003.A,Lowland,Gulf,C2006,A,61.98,26,12
CLMB,J003.A,Lowland,Gulf,C2006,B,62.48,34,15
CLMB,J003.A,Lowland,Gulf,C2006,C,55.12,27,17
CLMB,J315.A,Lowland,Gulf,C2007,A,38.35,24,8
CLMB,J315.A,Lowland,Gulf,C2007,B,52.32,27,13
CLMB,J315.A,Lowland,Gulf,C2007,C,38.1,25,7
CLMB,J536.B,Upland,Midwest,C2010,A,36.32,17,10
CLMB,J536.B,Upland,Midwest,C2010,B,34.54,17,8
CLMB,J536.B,Upland,Midwest,C2010,C,36.83,18,11
CLMB,J350.C,Upland,Midwest,C2011,A,47.5,20,12
CLMB,J350.C,Upland,Midwest,C2011,B,44.96,17,9
CLMB,J350.C,Upland,Midwest,C2011,C,27.18,14,8
CLMB,J673.C,Coastal,Atlantic,C2012,A,50.04,29,16
CLMB,J673.C,Coastal,Atlantic,C2012,B,54.61,27,15
CLMB,J673.C,Coastal,Atlantic,C2012,C,54.36,26,14
CLMB,J662.E,Lowland,Gulf,C2015,A,59.69,47,18
CLMB,J662.E,Lowland,Gulf,C2015,B,54.86,41,16
CLMB,J662.E,Lowland,Gulf,C2015,C,54.36,41,20
CLMB,J394.C,Lowland,Gulf,C2016,A,38.86,36,17
CLMB,J394.C,Lowland,Gulf,C2016,B,41.15,36,19
CLMB,J394.C,Lowland,Gulf,C2016,C,43.69,37,18
CLMB,J589.B,Upland,Atlantic,C2017,A,41.91,26,15
CLMB,J589.B,Upland,Atlantic,C2017,B,38.35,24,14
CLMB,J589.B,Upland,Atlantic,C2017,C,44.7,26,15
CLMB,J211.A,Lowland,Gulf,C2018,A,38.1,30,12
CLMB,J211.A,Lowland,Gulf,C2018,B,31.75,31,12
CLMB,J211.A,Lowland,Gulf,C2018,C,31.75,24,11
CLMB,J331.A,Lowland,Gulf,C2020,A,38.86,42,15
CLMB,J331.A,Lowland,Gulf,C2020,B,51.05,47,19
CLMB,J331.A,Lowland,Gulf,C2020,C,43.69,38,12
CLMB,J647.A,Unknown,4X,C2021,A,29.46,16,8
CLMB,J647.A,Unknown,4X,C2021,B,24.13,12,8
CLMB,J647.A,Unknown,4X,C2021,C,22.86,11,8
CLMB,J202.A,Unknown,4X,C2120,A,48.77,33,12
CLMB,J202.A,Unknown,4X,C2120,B,58.93,28,14
CLMB,J202.A,Unknown,4X,C2120,C,43.94,23,11
CLMB,J605.B,Upland,Atlantic,C2202,A,38.35,20,10
CLMB,J605.B,Upland,Atlantic,C2202,B,36.58,18,11
CLMB,J605.B,Upland,Atlantic,C2202,C,34.54,13,9
CLMB,J597.C,Coastal,Atlantic,C2203,A,55.12,30,19
CLMB,J597.C,Coastal,Atlantic,C2203,B,53.85,25,15
CLMB,J597.C,Coastal,Atlantic,C2203,C,49.02,25,18
CLMB,J649.B,Upland,Atlantic,C2204,A,49.53,21,14
CLMB,J649.B,Upland,Atlantic,C2204,B,46.99,20,10
CLMB,J649.B,Upland,Atlantic,C2204,C,53.34,22,13
CLMB,AP13,Lowland,Gulf,C2205,A,61.47,40,16
CLMB,AP13,Lowland,Gulf,C2205,B,65.28,38,16
CLMB,AP13,Lowland,Gulf,C2205,C,59.69,38,13
CLMB,J649.C,Coastal,Atlantic,C2206,A,40.64,21,10
CLMB,J649.C,Coastal,Atlantic,C2206,B,43.43,20,10
CLMB,J649.C,Coastal,Atlantic,C2206,C,42.42,19,12
CLMB,J684.A,Coastal,Atlantic,C2208,A,59.94,34,14
CLMB,J684.A,Coastal,Atlantic,C2208,B,48.77,35,13
CLMB,J684.A,Coastal,Atlantic,C2208,C,47.5,38,15
CLMB,J530.B,Upland,Midwest,C2209,A,38.86,22,9
CLMB,J530.B,Upland,Midwest,C2209,B,42.42,21,10
CLMB,J530.B,Upland,Midwest,C2209,C,49.02,23,11
CLMB,J671.C,Upland,Atlantic,C2210,A,53.59,28,16
CLMB,J671.C,Upland,Atlantic,C2210,B,56.9,27,15
CLMB,J671.C,Upland,Atlantic,C2210,C,46.48,25,12
CLMB,J608.B,Unknown,4X,C2212,A,38.1,20,10
CLMB,J608.B,Unknown,4X,C2212,B,33.78,16,10
CLMB,J608.B,Unknown,4X,C2212,C,38.61,23,12
CLMB,AP13,Lowland,Gulf,C2213,A,48.77,27,16
CLMB,AP13,Lowland,Gulf,C2213,B,48.77,34,13
CLMB,AP13,Lowland,Gulf,C2213,C,56.13,36,14
CLMB,J526.A,Upland,Atlantic,C2217,A,29.46,25,16
CLMB,J526.A,Upland,Atlantic,C2217,B,36.83,14,11
CLMB,J526.A,Upland,Atlantic,C2217,C,36.83,22,14
CLMB,AP13,Lowland,Gulf,C2221,A,51.05,36,10
CLMB,AP13,Lowland,Gulf,C2221,B,61.97,36,15
CLMB,AP13,Lowland,Gulf,C2221,C,62.74,43,17
CLMB,J202.A,Unknown,4X,C2320,A,42.42,27,10
CLMB,J202.A,Unknown,4X,C2320,B,61.98,32,17
CLMB,J202.A,Unknown,4X,C2320,C,54.36,26,14
CLMB,J378.A,Upland,Midwest,C2401,A,38.86,24,10
CLMB,J378.A,Upland,Midwest,C2401,B,49.02,25,13
CLMB,J378.A,Upland,Midwest,C2401,C,46.48,21,11
CLMB,J006.C,Coastal,Atlantic,C2402,A,44.96,26,13
CLMB,J006.C,Coastal,Atlantic,C2402,B,51.05,27,13
CLMB,J006.C,Coastal,Atlantic,C2402,C,48.26,29,12
CLMB,J003.C,Coastal,4X,C2405,A,55.88,23,11
CLMB,J003.C,Coastal,4X,C2405,B,50.04,23,12
CLMB,J003.C,Coastal,4X,C2405,C,50.8,21,9
CLMB,J353.A,Upland,Midwest,C2409,A,43.18,16,8
CLMB,J353.A,Upland,Midwest,C2409,B,25.4,16,8
CLMB,J353.A,Upland,Midwest,C2409,C,34.04,18,7
CLMB,J348.A,Upland,Midwest,C2411,A,39.62,18,9
CLMB,J348.A,Upland,Midwest,C2411,B,39.62,17,9
CLMB,J348.A,Upland,Midwest,C2411,C,39.37,16,9
CLMB,J644.A,Unknown,4X,C2412,A,49.78,22,11
CLMB,J644.A,Unknown,4X,C2412,B,47.24,22,11
CLMB,J644.A,Unknown,4X,C2412,C,52.32,23,12
CLMB,J204.A,Coastal,Atlantic,C2413,A,62.48,21,14
CLMB,J204.A,Coastal,Atlantic,C2413,B,33.53,18,8
CLMB,J204.A,Coastal,Atlantic,C2413,C,45.97,21,12
CLMB,J621.A,Coastal,Atlantic,C2415,A,59.69,35,17
CLMB,J621.A,Coastal,Atlantic,C2415,B,67.06,39,16
CLMB,J621.A,Coastal,Atlantic,C2415,C,57.66,37,17
CLMB,J006.A,Upland,Atlantic,C2416,A,44.7,28,10
CLMB,J006.A,Upland,Atlantic,C2416,B,43.18,26,12
CLMB,J006.A,Upland,Atlantic,C2416,C,42.42,28,12
CLMB,J348.B,Upland,Midwest,C2417,A,39.62,17,10
CLMB,J348.B,Upland,Midwest,C2417,B,45.97,19,13
CLMB,J348.B,Upland,Midwest,C2417,C,44.96,20,12
CLMB,J614.C,Coastal,Atlantic,C2418,A,51.56,22,12
CLMB,J614.C,Coastal,Atlantic,C2418,B,54.1,30,12
CLMB,J614.C,Coastal,Atlantic,C2418,C,54.36,30,14
CLMB,J208.B,Coastal,Atlantic,C2419,A,33.53,28,16
CLMB,J208.B,Coastal,Atlantic,C2419,B,36.58,28,20
CLMB,J208.B,Coastal,Atlantic,C2419,C,33.53,27,16
CLMB,J086.B,Coastal,Gulf,C2420,A,56.39,38,15
CLMB,J086.B,Coastal,Gulf,C2420,B,38.1,30,12
CLMB,J086.B,Coastal,Gulf,C2420,C,54.61,36,17
CLMB,J387.A,Upland,Midwest,C2421,A,48.77,19,13
CLMB,J387.A,Upland,Midwest,C2421,B,43.43,22,12
CLMB,J387.A,Upland,Midwest,C2421,C,48.26,25,17
CLMB,J605.B,Upland,Atlantic,C2522,A,59.94,28,13
CLMB,J605.B,Upland,Atlantic,C2522,B,54.61,25,12
CLMB,J605.B,Upland,Atlantic,C2522,C,46.99,24,12
CLMB,AP13,Lowland,Gulf,C2601,A,62.23,38,15
CLMB,AP13,Lowland,Gulf,C2601,B,58.67,41,21
CLMB,AP13,Lowland,Gulf,C2601,C,57.15,39,17
CLMB,J365.A,Upland,Midwest,C2602,A,44.45,27,12
CLMB,J365.A,Upland,Midwest,C2602,B,39.37,26,9
CLMB,J365.A,Upland,Midwest,C2602,C,33.78,25,10
CLMB,J610.C,Lowland,Gulf,C2605,A,51.82,34,17
CLMB,J610.C,Lowland,Gulf,C2605,B,44.96,34,14
CLMB,J610.C,Lowland,Gulf,C2605,C,56.13,28,14
CLMB,J643.A,Upland,Atlantic,C2607,A,23.88,15,5
CLMB,J643.A,Upland,Atlantic,C2607,B,26.67,19,8
CLMB,J643.A,Upland,Atlantic,C2607,C,30.99,17,8
CLMB,J652.C,Lowland,Gulf,C2608,A,51.31,41,14
CLMB,J652.C,Lowland,Gulf,C2608,B,70.1,46,20
